rowid,kepid,koi_disposition,koi_pdisposition
8441,8749844,FALSE POSITIVE,FALSE POSITIVE
8442,6859813,FALSE POSITIVE,FALSE POSITIVE
8443,7798259,FALSE POSITIVE,FALSE POSITIVE
8444,11409698,FALSE POSITIVE,FALSE POSITIVE
8445,7868967,CANDIDATE,CANDIDATE
8446,8559796,FALSE POSITIVE,FALSE POSITIVE
8447,9592855,FALSE POSITIVE,FALSE POSITIVE
8448,11618798,FALSE POSITIVE,FALSE POSITIVE
8449,2708172,FALSE POSITIVE,FALSE POSITIVE
8450,7032383,FALSE POSITIVE,FALSE POSITIVE
8451,7947631,FALSE POSITIVE,FALSE POSITIVE
8452,4274071,CANDIDATE,CANDIDATE
8453,4356621,FALSE POSITIVE,FALSE POSITIVE
8454,4445630,FALSE POSITIVE,FALSE POSITIVE
8455,4484312,FALSE POSITIVE,FALSE POSITIVE
8456,4544623,FALSE POSITIVE,FALSE POSITIVE
8457,8618226,FALSE POSITIVE,FALSE POSITIVE
8458,8690001,FALSE POSITIVE,FALSE POSITIVE
8459,8736245,FALSE POSITIVE,FALSE POSITIVE
8460,8784288,FALSE POSITIVE,FALSE POSITIVE
8461,8845552,CANDIDATE,CANDIDATE
8462,11904704,CANDIDATE,CANDIDATE
8463,3230227,FALSE POSITIVE,FALSE POSITIVE
8464,10732401,FALSE POSITIVE,FALSE POSITIVE
8465,6436505,CANDIDATE,CANDIDATE
8466,7198648,FALSE POSITIVE,FALSE POSITIVE
8467,8210721,FALSE POSITIVE,FALSE POSITIVE
8468,12353633,FALSE POSITIVE,FALSE POSITIVE
8469,4948863,FALSE POSITIVE,FALSE POSITIVE
8470,5534702,FALSE POSITIVE,FALSE POSITIVE
8471,8240109,FALSE POSITIVE,FALSE POSITIVE
8472,9899153,FALSE POSITIVE,FALSE POSITIVE
8473,9971475,FALSE POSITIVE,FALSE POSITIVE
8474,6629588,FALSE POSITIVE,FALSE POSITIVE
8475,6763884,CANDIDATE,CANDIDATE
8476,6806632,FALSE POSITIVE,FALSE POSITIVE
8477,6863840,FALSE POSITIVE,FALSE POSITIVE
8478,10847907,FALSE POSITIVE,FALSE POSITIVE
8479,10867017,FALSE POSITIVE,FALSE POSITIVE
8480,10987439,FALSE POSITIVE,FALSE POSITIVE
8481,11073223,FALSE POSITIVE,FALSE POSITIVE
8482,5809890,CONFIRMED,CANDIDATE
8483,3113266,FALSE POSITIVE,FALSE POSITIVE
8484,6153201,FALSE POSITIVE,FALSE POSITIVE
8485,4074736,CANDIDATE,CANDIDATE
8486,7831264,CONFIRMED,CANDIDATE
8487,8703491,FALSE POSITIVE,FALSE POSITIVE
8488,7902719,FALSE POSITIVE,FALSE POSITIVE
8489,8814872,CANDIDATE,CANDIDATE
8490,10685764,CANDIDATE,CANDIDATE
8491,8016211,FALSE POSITIVE,FALSE POSITIVE
8492,8939650,FALSE POSITIVE,FALSE POSITIVE
8493,9958962,CANDIDATE,CANDIDATE
8494,4633434,FALSE POSITIVE,FALSE POSITIVE
8495,4678171,FALSE POSITIVE,FALSE POSITIVE
8496,4740688,FALSE POSITIVE,FALSE POSITIVE
8497,4760959,CANDIDATE,CANDIDATE
8498,4840818,FALSE POSITIVE,FALSE POSITIVE
8499,8938628,FALSE POSITIVE,FALSE POSITIVE
8500,8958939,CANDIDATE,CANDIDATE
8501,9024857,FALSE POSITIVE,FALSE POSITIVE
8502,9098810,FALSE POSITIVE,FALSE POSITIVE
8503,9164788,FALSE POSITIVE,FALSE POSITIVE
8504,5695904,FALSE POSITIVE,FALSE POSITIVE
8505,7186259,FALSE POSITIVE,FALSE POSITIVE
8506,10028792,CANDIDATE,CANDIDATE
8507,10621666,FALSE POSITIVE,FALSE POSITIVE
8508,6947623,CANDIDATE,CANDIDATE
8509,6962018,FALSE POSITIVE,FALSE POSITIVE
8510,7031948,FALSE POSITIVE,FALSE POSITIVE
8511,11182260,FALSE POSITIVE,FALSE POSITIVE
8512,11228612,FALSE POSITIVE,FALSE POSITIVE
8513,11244571,CANDIDATE,CANDIDATE
8514,11288772,CANDIDATE,CANDIDATE
8515,11401869,FALSE POSITIVE,FALSE POSITIVE
8516,9043947,CANDIDATE,CANDIDATE
8517,3862246,FALSE POSITIVE,FALSE POSITIVE
8518,11303815,FALSE POSITIVE,FALSE POSITIVE
8519,11968463,FALSE POSITIVE,FALSE POSITIVE
8520,7681230,FALSE POSITIVE,FALSE POSITIVE
8521,9079587,FALSE POSITIVE,FALSE POSITIVE
8522,8971044,CANDIDATE,CANDIDATE
8523,9847239,FALSE POSITIVE,FALSE POSITIVE
8524,8105719,CANDIDATE,CANDIDATE
8525,9049697,FALSE POSITIVE,FALSE POSITIVE
8526,9941550,FALSE POSITIVE,FALSE POSITIVE
8527,4862332,FALSE POSITIVE,FALSE POSITIVE
8528,4912589,FALSE POSITIVE,FALSE POSITIVE
8529,4940201,FALSE POSITIVE,FALSE POSITIVE
8530,4995716,CANDIDATE,CANDIDATE
8531,5098757,FALSE POSITIVE,FALSE POSITIVE
8532,9286728,FALSE POSITIVE,FALSE POSITIVE
8533,9304561,FALSE POSITIVE,FALSE POSITIVE
8534,9340411,CANDIDATE,CANDIDATE
8535,9392702,FALSE POSITIVE,FALSE POSITIVE
8536,9490342,CANDIDATE,CANDIDATE
8537,2854181,CANDIDATE,CANDIDATE
8538,7185487,FALSE POSITIVE,FALSE POSITIVE
8539,7217088,CANDIDATE,CANDIDATE
8540,7362534,FALSE POSITIVE,FALSE POSITIVE
8541,7376982,FALSE POSITIVE,FALSE POSITIVE
8542,7431665,FALSE POSITIVE,FALSE POSITIVE
8543,11502179,FALSE POSITIVE,FALSE POSITIVE
8544,11602794,CANDIDATE,CANDIDATE
8545,11662440,FALSE POSITIVE,FALSE POSITIVE
8546,11757422,FALSE POSITIVE,FALSE POSITIVE
8547,11854636,FALSE POSITIVE,FALSE POSITIVE
8548,10647452,CANDIDATE,CANDIDATE
8549,8278685,CANDIDATE,CANDIDATE
8550,7777818,CANDIDATE,CANDIDATE
8551,5385410,CANDIDATE,CANDIDATE
8552,5084171,CONFIRMED,CANDIDATE
8553,8234889,FALSE POSITIVE,FALSE POSITIVE
8554,8307489,FALSE POSITIVE,FALSE POSITIVE
8555,9153246,FALSE POSITIVE,FALSE POSITIVE
8556,8352009,CANDIDATE,CANDIDATE
8557,9166700,CANDIDATE,CANDIDATE
8558,5196851,FALSE POSITIVE,FALSE POSITIVE
8559,5269407,FALSE POSITIVE,FALSE POSITIVE
8560,5298620,FALSE POSITIVE,FALSE POSITIVE
8561,5347784,FALSE POSITIVE,FALSE POSITIVE
8562,5389184,FALSE POSITIVE,FALSE POSITIVE
8563,9529294,FALSE POSITIVE,FALSE POSITIVE
8564,9541163,FALSE POSITIVE,FALSE POSITIVE
8565,9630640,FALSE POSITIVE,FALSE POSITIVE
8566,9640123,CANDIDATE,CANDIDATE
8567,8590776,FALSE POSITIVE,FALSE POSITIVE
8568,9657636,FALSE POSITIVE,FALSE POSITIVE
8569,8487838,FALSE POSITIVE,FALSE POSITIVE
8570,7821010,FALSE POSITIVE,FALSE POSITIVE
8571,3230805,CANDIDATE,CANDIDATE
8572,7592529,CANDIDATE,CANDIDATE
8573,7630658,FALSE POSITIVE,FALSE POSITIVE
8574,7691527,FALSE POSITIVE,FALSE POSITIVE
8575,7755741,CANDIDATE,CANDIDATE
8576,11923819,FALSE POSITIVE,FALSE POSITIVE
8577,11970288,FALSE POSITIVE,FALSE POSITIVE
8578,12105785,FALSE POSITIVE,FALSE POSITIVE
8579,8625732,FALSE POSITIVE,FALSE POSITIVE
8580,8377197,FALSE POSITIVE,FALSE POSITIVE
8581,8295671,FALSE POSITIVE,FALSE POSITIVE
8582,8937762,CANDIDATE,CANDIDATE
8583,3438976,FALSE POSITIVE,FALSE POSITIVE
8584,7416306,FALSE POSITIVE,FALSE POSITIVE
8585,8414914,FALSE POSITIVE,FALSE POSITIVE
8586,10132908,FALSE POSITIVE,FALSE POSITIVE
8587,8474892,CANDIDATE,CANDIDATE
8588,8499922,FALSE POSITIVE,FALSE POSITIVE
8589,5466109,CANDIDATE,CANDIDATE
8590,5479973,FALSE POSITIVE,FALSE POSITIVE
8591,5534476,FALSE POSITIVE,FALSE POSITIVE
8592,5622250,FALSE POSITIVE,FALSE POSITIVE
8593,5702770,CANDIDATE,CANDIDATE
8594,9674320,CANDIDATE,CANDIDATE
8595,9790965,FALSE POSITIVE,FALSE POSITIVE
8596,9906489,FALSE POSITIVE,FALSE POSITIVE
8597,10020423,FALSE POSITIVE,FALSE POSITIVE
8598,10031409,FALSE POSITIVE,FALSE POSITIVE
8599,4843592,FALSE POSITIVE,FALSE POSITIVE
8600,3858919,FALSE POSITIVE,FALSE POSITIVE
8601,7100673,CANDIDATE,CANDIDATE
8602,3765917,CANDIDATE,CANDIDATE
8603,7816680,FALSE POSITIVE,FALSE POSITIVE
8604,7960295,FALSE POSITIVE,FALSE POSITIVE
8605,8007675,FALSE POSITIVE,FALSE POSITIVE
8606,8098300,FALSE POSITIVE,FALSE POSITIVE
8607,12302391,FALSE POSITIVE,FALSE POSITIVE
8608,12367310,FALSE POSITIVE,FALSE POSITIVE
8609,12504353,FALSE POSITIVE,FALSE POSITIVE
8610,3123418,FALSE POSITIVE,FALSE POSITIVE
8611,2576224,FALSE POSITIVE,FALSE POSITIVE
8612,7281484,FALSE POSITIVE,FALSE POSITIVE
8613,12108293,FALSE POSITIVE,FALSE POSITIVE
8614,10140122,CANDIDATE,CANDIDATE
8615,3962684,FALSE POSITIVE,FALSE POSITIVE
8616,8761550,FALSE POSITIVE,FALSE POSITIVE
8617,5289857,CANDIDATE,CANDIDATE
8618,4068391,FALSE POSITIVE,FALSE POSITIVE
8619,4077252,FALSE POSITIVE,FALSE POSITIVE
8620,5440651,FALSE POSITIVE,FALSE POSITIVE
8621,1297263,FALSE POSITIVE,FALSE POSITIVE
8622,11444974,FALSE POSITIVE,FALSE POSITIVE
8623,11456256,CANDIDATE,CANDIDATE
8624,5735878,FALSE POSITIVE,FALSE POSITIVE
8625,5809372,CANDIDATE,CANDIDATE
8626,5952457,FALSE POSITIVE,FALSE POSITIVE
8627,5977541,FALSE POSITIVE,FALSE POSITIVE
8628,6029130,FALSE POSITIVE,FALSE POSITIVE
8629,8686761,FALSE POSITIVE,FALSE POSITIVE
8630,10066755,CANDIDATE,CANDIDATE
8631,10098534,FALSE POSITIVE,FALSE POSITIVE
8632,10274244,FALSE POSITIVE,FALSE POSITIVE
8633,10292465,FALSE POSITIVE,FALSE POSITIVE
8634,10332789,FALSE POSITIVE,FALSE POSITIVE
8635,4753561,FALSE POSITIVE,FALSE POSITIVE
8636,5470960,FALSE POSITIVE,FALSE POSITIVE
8637,10843203,FALSE POSITIVE,FALSE POSITIVE
8638,11176166,FALSE POSITIVE,FALSE POSITIVE
8639,2012722,FALSE POSITIVE,FALSE POSITIVE
8640,2438061,FALSE POSITIVE,FALSE POSITIVE
8641,2557350,CANDIDATE,CANDIDATE
8642,8120820,CANDIDATE,CANDIDATE
8643,8145958,CANDIDATE,CANDIDATE
8644,8192861,FALSE POSITIVE,FALSE POSITIVE
8645,8227464,CANDIDATE,CANDIDATE
8646,8248103,CANDIDATE,CANDIDATE
8647,4380560,FALSE POSITIVE,FALSE POSITIVE
8648,6508734,FALSE POSITIVE,FALSE POSITIVE
8649,7032568,FALSE POSITIVE,FALSE POSITIVE
8650,8579684,CANDIDATE,CANDIDATE
8651,10253638,FALSE POSITIVE,FALSE POSITIVE
8652,8873450,FALSE POSITIVE,FALSE POSITIVE
8653,7889486,FALSE POSITIVE,FALSE POSITIVE
8654,9291039,FALSE POSITIVE,FALSE POSITIVE
8655,3849187,CANDIDATE,CANDIDATE
8656,9827596,FALSE POSITIVE,FALSE POSITIVE
8657,3343281,FALSE POSITIVE,FALSE POSITIVE
8658,8880317,CANDIDATE,CANDIDATE
8659,6599305,FALSE POSITIVE,FALSE POSITIVE
8660,2163226,FALSE POSITIVE,FALSE POSITIVE
8661,4455763,FALSE POSITIVE,FALSE POSITIVE
8662,5603270,FALSE POSITIVE,FALSE POSITIVE
8663,4470888,FALSE POSITIVE,FALSE POSITIVE
8664,12170767,CANDIDATE,CANDIDATE
8665,6060580,FALSE POSITIVE,FALSE POSITIVE
8666,6128245,CANDIDATE,CANDIDATE
8667,6187508,CANDIDATE,CANDIDATE
8668,6209225,CANDIDATE,CANDIDATE
8669,6285094,FALSE POSITIVE,FALSE POSITIVE
8670,10346522,FALSE POSITIVE,FALSE POSITIVE
8671,10407047,FALSE POSITIVE,FALSE POSITIVE
8672,10420279,FALSE POSITIVE,FALSE POSITIVE
8673,10481054,FALSE POSITIVE,FALSE POSITIVE
8674,10549576,FALSE POSITIVE,FALSE POSITIVE
8675,10597164,FALSE POSITIVE,FALSE POSITIVE
8676,7877820,FALSE POSITIVE,FALSE POSITIVE
8677,2580872,FALSE POSITIVE,FALSE POSITIVE
8678,2716979,CANDIDATE,CANDIDATE
8679,2969638,FALSE POSITIVE,FALSE POSITIVE
8680,3115480,FALSE POSITIVE,FALSE POSITIVE
8681,3247294,FALSE POSITIVE,FALSE POSITIVE
8682,8750503,FALSE POSITIVE,FALSE POSITIVE
8683,8296467,FALSE POSITIVE,FALSE POSITIVE
8684,8330575,FALSE POSITIVE,FALSE POSITIVE
8685,8381592,FALSE POSITIVE,FALSE POSITIVE
8686,8443812,CANDIDATE,CANDIDATE
8687,11559304,CANDIDATE,CANDIDATE
8688,10118266,CANDIDATE,CANDIDATE
8689,8044608,FALSE POSITIVE,FALSE POSITIVE
8690,6426592,CANDIDATE,CANDIDATE
8691,8263746,FALSE POSITIVE,FALSE POSITIVE
8692,3954227,FALSE POSITIVE,FALSE POSITIVE
8693,2569516,FALSE POSITIVE,FALSE POSITIVE
8694,4586482,FALSE POSITIVE,FALSE POSITIVE
8695,6681473,FALSE POSITIVE,FALSE POSITIVE
8696,2711123,FALSE POSITIVE,FALSE POSITIVE
8697,8639155,FALSE POSITIVE,FALSE POSITIVE
8698,10991389,CANDIDATE,CANDIDATE
8699,12735793,FALSE POSITIVE,FALSE POSITIVE
8700,11080702,CANDIDATE,CANDIDATE
8701,6367628,FALSE POSITIVE,FALSE POSITIVE
8702,6421188,FALSE POSITIVE,FALSE POSITIVE
8703,6437993,FALSE POSITIVE,FALSE POSITIVE
8704,6464285,FALSE POSITIVE,FALSE POSITIVE
8705,6522750,FALSE POSITIVE,FALSE POSITIVE
8706,6551106,CANDIDATE,CANDIDATE
8707,10661976,FALSE POSITIVE,FALSE POSITIVE
8708,10686930,FALSE POSITIVE,FALSE POSITIVE
8709,10753734,FALSE POSITIVE,FALSE POSITIVE
8710,10812541,CANDIDATE,CANDIDATE
8711,10849244,FALSE POSITIVE,FALSE POSITIVE
8712,9048145,FALSE POSITIVE,FALSE POSITIVE
8713,9549471,FALSE POSITIVE,FALSE POSITIVE
8714,12266636,CANDIDATE,CANDIDATE
8715,3337438,FALSE POSITIVE,FALSE POSITIVE
8716,3356193,CANDIDATE,CANDIDATE
8717,3644174,FALSE POSITIVE,FALSE POSITIVE
8718,3748855,CANDIDATE,CANDIDATE
8719,3851134,FALSE POSITIVE,FALSE POSITIVE
8720,8479107,CANDIDATE,CANDIDATE
8721,8552500,FALSE POSITIVE,FALSE POSITIVE
8722,8581658,FALSE POSITIVE,FALSE POSITIVE
8723,8625408,CANDIDATE,CANDIDATE
8724,11811382,FALSE POSITIVE,FALSE POSITIVE
8725,3241344,FALSE POSITIVE,FALSE POSITIVE
8726,3347485,FALSE POSITIVE,FALSE POSITIVE
8727,4912991,FALSE POSITIVE,FALSE POSITIVE
8728,11564013,FALSE POSITIVE,FALSE POSITIVE
8729,9661869,FALSE POSITIVE,FALSE POSITIVE
8730,10879656,FALSE POSITIVE,FALSE POSITIVE
8731,4750406,FALSE POSITIVE,FALSE POSITIVE
8732,5869272,FALSE POSITIVE,FALSE POSITIVE
8733,6762188,CANDIDATE,CANDIDATE
8734,3222680,FALSE POSITIVE,FALSE POSITIVE
8735,4813750,CANDIDATE,CANDIDATE
8736,11098704,CANDIDATE,CANDIDATE
8737,11145391,FALSE POSITIVE,FALSE POSITIVE
8738,6593363,FALSE POSITIVE,FALSE POSITIVE
8739,6607610,FALSE POSITIVE,FALSE POSITIVE
8740,6697716,FALSE POSITIVE,FALSE POSITIVE
8741,6778289,FALSE POSITIVE,FALSE POSITIVE
8742,6842345,CANDIDATE,CANDIDATE
8743,10991989,FALSE POSITIVE,FALSE POSITIVE
8744,11029877,FALSE POSITIVE,FALSE POSITIVE
8745,11092783,CANDIDATE,CANDIDATE
8746,11233911,FALSE POSITIVE,FALSE POSITIVE
8747,11282568,CANDIDATE,CANDIDATE
8748,9966115,FALSE POSITIVE,FALSE POSITIVE
8749,11404644,FALSE POSITIVE,FALSE POSITIVE
8750,8804845,CONFIRMED,CANDIDATE
8751,10916600,CANDIDATE,CANDIDATE
8752,3936061,CANDIDATE,CANDIDATE
8753,3973504,FALSE POSITIVE,FALSE POSITIVE
8754,4150703,FALSE POSITIVE,FALSE POSITIVE
8755,4261960,FALSE POSITIVE,FALSE POSITIVE
8756,8738115,FALSE POSITIVE,FALSE POSITIVE
8757,8760760,CANDIDATE,CANDIDATE
8758,8823397,FALSE POSITIVE,FALSE POSITIVE
8759,8957572,FALSE POSITIVE,FALSE POSITIVE
8760,9007918,FALSE POSITIVE,FALSE POSITIVE
8761,5471217,FALSE POSITIVE,FALSE POSITIVE
8762,4285087,FALSE POSITIVE,FALSE POSITIVE
8763,6948815,FALSE POSITIVE,FALSE POSITIVE
8764,3341760,FALSE POSITIVE,FALSE POSITIVE
8765,5981058,FALSE POSITIVE,FALSE POSITIVE
8766,4918303,CANDIDATE,CANDIDATE
8767,11340218,CANDIDATE,CANDIDATE
8768,11393248,CANDIDATE,CANDIDATE
8769,10055126,CANDIDATE,CANDIDATE
8770,8653134,CONFIRMED,CANDIDATE
8771,6867219,CANDIDATE,CANDIDATE
8772,6929016,FALSE POSITIVE,FALSE POSITIVE
8773,6947837,FALSE POSITIVE,FALSE POSITIVE
8774,6967430,FALSE POSITIVE,FALSE POSITIVE
8775,7032117,FALSE POSITIVE,FALSE POSITIVE
8776,11350389,FALSE POSITIVE,FALSE POSITIVE
8777,11411639,CANDIDATE,CANDIDATE
8778,11501774,FALSE POSITIVE,FALSE POSITIVE
8779,11551652,CANDIDATE,CANDIDATE
8780,11616631,FALSE POSITIVE,FALSE POSITIVE
8781,5952403,FALSE POSITIVE,FALSE POSITIVE
8782,7174617,CANDIDATE,CANDIDATE
8783,6606438,CANDIDATE,CANDIDATE
8784,4349935,FALSE POSITIVE,FALSE POSITIVE
8785,4482738,FALSE POSITIVE,FALSE POSITIVE
8786,4565985,FALSE POSITIVE,FALSE POSITIVE
8787,9085039,CANDIDATE,CANDIDATE
8788,9159301,FALSE POSITIVE,FALSE POSITIVE
8789,9181340,FALSE POSITIVE,FALSE POSITIVE
8790,9291748,FALSE POSITIVE,FALSE POSITIVE
8791,9353182,FALSE POSITIVE,FALSE POSITIVE
8792,4346875,FALSE POSITIVE,FALSE POSITIVE
8793,8957954,FALSE POSITIVE,FALSE POSITIVE
8794,3459529,FALSE POSITIVE,FALSE POSITIVE
8795,3548645,CANDIDATE,CANDIDATE
8796,5016163,FALSE POSITIVE,FALSE POSITIVE
8797,3730176,FALSE POSITIVE,FALSE POSITIVE
8798,5110453,CANDIDATE,CANDIDATE
8799,3229028,FALSE POSITIVE,FALSE POSITIVE
8800,9145861,CANDIDATE,CANDIDATE
8801,3645438,CANDIDATE,CANDIDATE
8802,4740676,FALSE POSITIVE,FALSE POSITIVE
8803,7115878,FALSE POSITIVE,FALSE POSITIVE
8804,7128918,FALSE POSITIVE,FALSE POSITIVE
8805,7200102,FALSE POSITIVE,FALSE POSITIVE
8806,7204073,FALSE POSITIVE,FALSE POSITIVE
8807,7335514,CANDIDATE,CANDIDATE
8808,11773625,CANDIDATE,CANDIDATE
8809,11873166,FALSE POSITIVE,FALSE POSITIVE
8810,11922648,FALSE POSITIVE,FALSE POSITIVE
8811,11966557,FALSE POSITIVE,FALSE POSITIVE
8812,12004679,FALSE POSITIVE,FALSE POSITIVE
8813,3458919,FALSE POSITIVE,FALSE POSITIVE
8814,4661634,FALSE POSITIVE,FALSE POSITIVE
8815,4737302,FALSE POSITIVE,FALSE POSITIVE
8816,4764969,CANDIDATE,CANDIDATE
8817,4851338,FALSE POSITIVE,FALSE POSITIVE
8818,9418994,FALSE POSITIVE,FALSE POSITIVE
8819,9509207,FALSE POSITIVE,FALSE POSITIVE
8820,9536048,FALSE POSITIVE,FALSE POSITIVE
8821,9579789,FALSE POSITIVE,FALSE POSITIVE
8822,10989274,CONFIRMED,CANDIDATE
8823,4075064,FALSE POSITIVE,FALSE POSITIVE
8824,6205384,FALSE POSITIVE,FALSE POSITIVE
8825,3836450,FALSE POSITIVE,FALSE POSITIVE
8826,6281127,FALSE POSITIVE,FALSE POSITIVE
8827,6289459,FALSE POSITIVE,FALSE POSITIVE
8828,6850665,FALSE POSITIVE,FALSE POSITIVE
8829,4933476,FALSE POSITIVE,FALSE POSITIVE
8830,6191945,FALSE POSITIVE,FALSE POSITIVE
8831,5385778,FALSE POSITIVE,FALSE POSITIVE
8832,6694186,FALSE POSITIVE,FALSE POSITIVE
8833,9021047,FALSE POSITIVE,FALSE POSITIVE
8834,7366036,FALSE POSITIVE,FALSE POSITIVE
8835,7381695,FALSE POSITIVE,FALSE POSITIVE
8836,7455553,FALSE POSITIVE,FALSE POSITIVE
8837,7597703,FALSE POSITIVE,FALSE POSITIVE
8838,7695445,CANDIDATE,CANDIDATE
8839,12067960,CANDIDATE,CANDIDATE
8840,12164751,FALSE POSITIVE,FALSE POSITIVE
8841,12306808,FALSE POSITIVE,FALSE POSITIVE
8842,12365000,FALSE POSITIVE,FALSE POSITIVE
8843,12418662,FALSE POSITIVE,FALSE POSITIVE
8844,5022440,FALSE POSITIVE,FALSE POSITIVE
8845,5181455,FALSE POSITIVE,FALSE POSITIVE
8846,4931073,FALSE POSITIVE,FALSE POSITIVE
8847,4950341,FALSE POSITIVE,FALSE POSITIVE
8848,5025294,FALSE POSITIVE,FALSE POSITIVE
8849,5078879,FALSE POSITIVE,FALSE POSITIVE
8850,9665503,FALSE POSITIVE,FALSE POSITIVE
8851,9762514,FALSE POSITIVE,FALSE POSITIVE
8852,9913481,FALSE POSITIVE,FALSE POSITIVE
8853,9944421,FALSE POSITIVE,FALSE POSITIVE
8854,5115688,CANDIDATE,CANDIDATE
8855,3962728,FALSE POSITIVE,FALSE POSITIVE
8856,9274431,FALSE POSITIVE,FALSE POSITIVE
8857,10199984,CANDIDATE,CANDIDATE
8858,8516349,FALSE POSITIVE,FALSE POSITIVE
8859,9357578,FALSE POSITIVE,FALSE POSITIVE
8860,4078157,FALSE POSITIVE,FALSE POSITIVE
8861,5816144,CANDIDATE,CANDIDATE
8862,10743597,FALSE POSITIVE,FALSE POSITIVE
8863,9008737,CANDIDATE,CANDIDATE
8864,6182093,FALSE POSITIVE,FALSE POSITIVE
8865,7769815,FALSE POSITIVE,FALSE POSITIVE
8866,7846730,FALSE POSITIVE,FALSE POSITIVE
8867,7955301,FALSE POSITIVE,FALSE POSITIVE
8868,7987749,FALSE POSITIVE,FALSE POSITIVE
8869,8081389,FALSE POSITIVE,FALSE POSITIVE
8870,12555616,CANDIDATE,CANDIDATE
8871,10341777,FALSE POSITIVE,FALSE POSITIVE
8872,11296798,FALSE POSITIVE,FALSE POSITIVE
8873,5003670,CANDIDATE,CANDIDATE
8874,7935997,CONFIRMED,FALSE POSITIVE
8875,4737267,FALSE POSITIVE,FALSE POSITIVE
8876,5343976,FALSE POSITIVE,FALSE POSITIVE
8877,5385469,FALSE POSITIVE,FALSE POSITIVE
8878,5700330,FALSE POSITIVE,FALSE POSITIVE
8879,6048106,FALSE POSITIVE,FALSE POSITIVE
8880,5091614,FALSE POSITIVE,FALSE POSITIVE
8881,5174492,FALSE POSITIVE,FALSE POSITIVE
8882,5263167,CANDIDATE,CANDIDATE
8883,5295206,CANDIDATE,CANDIDATE
8884,5460835,FALSE POSITIVE,FALSE POSITIVE
8885,10053138,CANDIDATE,CANDIDATE
8886,10093664,FALSE POSITIVE,FALSE POSITIVE
8887,10189523,FALSE POSITIVE,FALSE POSITIVE
8888,10290447,FALSE POSITIVE,FALSE POSITIVE
8889,6531485,FALSE POSITIVE,FALSE POSITIVE
8890,7499571,FALSE POSITIVE,FALSE POSITIVE
8891,7674050,FALSE POSITIVE,FALSE POSITIVE
8892,8547213,FALSE POSITIVE,FALSE POSITIVE
8893,9391817,CANDIDATE,CANDIDATE
8894,7750342,FALSE POSITIVE,FALSE POSITIVE
8895,9456887,CANDIDATE,CANDIDATE
8896,7830321,FALSE POSITIVE,FALSE POSITIVE
8897,6362386,FALSE POSITIVE,FALSE POSITIVE
8898,11516930,FALSE POSITIVE,FALSE POSITIVE
8899,11856178,CANDIDATE,CANDIDATE
8900,7622059,FALSE POSITIVE,FALSE POSITIVE
8901,8094221,FALSE POSITIVE,FALSE POSITIVE
8902,8098960,CANDIDATE,CANDIDATE
8903,8123937,FALSE POSITIVE,FALSE POSITIVE
8904,8158324,FALSE POSITIVE,FALSE POSITIVE
8905,8231877,FALSE POSITIVE,FALSE POSITIVE
8906,4483235,FALSE POSITIVE,FALSE POSITIVE
8907,6590362,FALSE POSITIVE,FALSE POSITIVE
8908,7031208,FALSE POSITIVE,FALSE POSITIVE
8909,7115384,FALSE POSITIVE,FALSE POSITIVE
8910,8106973,FALSE POSITIVE,FALSE POSITIVE
8911,6698670,FALSE POSITIVE,FALSE POSITIVE
8912,7116043,FALSE POSITIVE,FALSE POSITIVE
8913,7125636,FALSE POSITIVE,FALSE POSITIVE
8914,5475712,FALSE POSITIVE,FALSE POSITIVE
8915,5529560,FALSE POSITIVE,FALSE POSITIVE
8916,5621299,FALSE POSITIVE,FALSE POSITIVE
8917,5725851,FALSE POSITIVE,FALSE POSITIVE
8918,5802285,FALSE POSITIVE,FALSE POSITIVE
8919,4157488,FALSE POSITIVE,FALSE POSITIVE
8920,5111801,FALSE POSITIVE,FALSE POSITIVE
8921,6523216,FALSE POSITIVE,FALSE POSITIVE
8922,7870250,FALSE POSITIVE,FALSE POSITIVE
8923,9780149,FALSE POSITIVE,FALSE POSITIVE
8924,8417078,CONFIRMED,CANDIDATE
8925,12735830,CONFIRMED,CANDIDATE
8926,3858767,FALSE POSITIVE,FALSE POSITIVE
8927,10924400,FALSE POSITIVE,FALSE POSITIVE
8928,7103300,CANDIDATE,CANDIDATE
8929,11672354,CANDIDATE,CANDIDATE
8930,9644411,FALSE POSITIVE,FALSE POSITIVE
8931,7663804,FALSE POSITIVE,FALSE POSITIVE
8932,8195877,FALSE POSITIVE,FALSE POSITIVE
8933,8258103,FALSE POSITIVE,FALSE POSITIVE
8934,10208894,FALSE POSITIVE,FALSE POSITIVE
8935,10253977,CANDIDATE,CANDIDATE
8936,10268714,FALSE POSITIVE,FALSE POSITIVE
8937,10281311,FALSE POSITIVE,FALSE POSITIVE
8938,10341876,FALSE POSITIVE,FALSE POSITIVE
8939,10351947,CANDIDATE,CANDIDATE
8940,1026032,FALSE POSITIVE,FALSE POSITIVE
8941,2583777,FALSE POSITIVE,FALSE POSITIVE
8942,2834463,CANDIDATE,CANDIDATE
8943,3343866,FALSE POSITIVE,FALSE POSITIVE
8944,3973002,FALSE POSITIVE,FALSE POSITIVE
8945,12600735,CANDIDATE,CANDIDATE
8946,1434395,FALSE POSITIVE,FALSE POSITIVE
8947,2299738,CANDIDATE,CANDIDATE
8948,2302758,FALSE POSITIVE,FALSE POSITIVE
