rowid,kepid,koi_disposition,koi_pdisposition
6144,4843751,FALSE POSITIVE,FALSE POSITIVE
6145,4856592,FALSE POSITIVE,FALSE POSITIVE
6146,4863260,FALSE POSITIVE,FALSE POSITIVE
6147,4902673,FALSE POSITIVE,FALSE POSITIVE
6148,4912650,CANDIDATE,CANDIDATE
6149,4914221,CANDIDATE,CANDIDATE
6150,4914399,FALSE POSITIVE,FALSE POSITIVE
6151,5967194,FALSE POSITIVE,FALSE POSITIVE
6152,5980354,FALSE POSITIVE,FALSE POSITIVE
6153,5986270,CANDIDATE,CANDIDATE
6154,5989391,FALSE POSITIVE,FALSE POSITIVE
6155,6021840,FALSE POSITIVE,FALSE POSITIVE
6156,6023571,CANDIDATE,CANDIDATE
6157,6025174,CANDIDATE,CANDIDATE
6158,3356156,CANDIDATE,CANDIDATE
6159,3425363,CANDIDATE,CANDIDATE
6160,3428127,CANDIDATE,CANDIDATE
6161,3428359,FALSE POSITIVE,FALSE POSITIVE
6162,3439031,FALSE POSITIVE,FALSE POSITIVE
6163,3441795,FALSE POSITIVE,FALSE POSITIVE
6164,3449540,FALSE POSITIVE,FALSE POSITIVE
6165,3449870,FALSE POSITIVE,FALSE POSITIVE
6166,4915582,CANDIDATE,CANDIDATE
6167,4917658,FALSE POSITIVE,FALSE POSITIVE
6168,4927738,FALSE POSITIVE,FALSE POSITIVE
6169,4937140,FALSE POSITIVE,FALSE POSITIVE
6170,4940376,CANDIDATE,CANDIDATE
6171,4945035,FALSE POSITIVE,FALSE POSITIVE
6172,6033602,FALSE POSITIVE,FALSE POSITIVE
6173,6034379,FALSE POSITIVE,FALSE POSITIVE
6174,6034834,FALSE POSITIVE,FALSE POSITIVE
6175,6036286,CANDIDATE,CANDIDATE
6176,6038152,FALSE POSITIVE,FALSE POSITIVE
6177,6043490,CANDIDATE,CANDIDATE
6178,6045404,CANDIDATE,CANDIDATE
6179,6047853,FALSE POSITIVE,FALSE POSITIVE
6180,3532510,FALSE POSITIVE,FALSE POSITIVE
6181,3540873,CANDIDATE,CANDIDATE
6182,3542117,CANDIDATE,CANDIDATE
6183,3542928,CANDIDATE,CANDIDATE
6184,3545749,FALSE POSITIVE,FALSE POSITIVE
6185,3546821,FALSE POSITIVE,FALSE POSITIVE
6186,4946581,FALSE POSITIVE,FALSE POSITIVE
6187,4953262,FALSE POSITIVE,FALSE POSITIVE
6188,4996558,FALSE POSITIVE,FALSE POSITIVE
6189,5006817,FALSE POSITIVE,FALSE POSITIVE
6190,5008775,FALSE POSITIVE,FALSE POSITIVE
6191,5015027,FALSE POSITIVE,FALSE POSITIVE
6192,5024476,FALSE POSITIVE,FALSE POSITIVE
6193,6058896,FALSE POSITIVE,FALSE POSITIVE
6194,6062298,FALSE POSITIVE,FALSE POSITIVE
6195,6065010,FALSE POSITIVE,FALSE POSITIVE
6196,6067545,FALSE POSITIVE,FALSE POSITIVE
6197,6115356,CANDIDATE,CANDIDATE
6198,6116605,FALSE POSITIVE,FALSE POSITIVE
6199,6118840,FALSE POSITIVE,FALSE POSITIVE
6200,6129632,FALSE POSITIVE,FALSE POSITIVE
6201,3553900,CANDIDATE,CANDIDATE
6202,3554819,FALSE POSITIVE,FALSE POSITIVE
6203,3555178,FALSE POSITIVE,FALSE POSITIVE
6204,3632330,FALSE POSITIVE,FALSE POSITIVE
6205,3641216,FALSE POSITIVE,FALSE POSITIVE
6206,3644399,FALSE POSITIVE,FALSE POSITIVE
6207,3644649,FALSE POSITIVE,FALSE POSITIVE
6208,5027859,CANDIDATE,CANDIDATE
6209,5032842,FALSE POSITIVE,FALSE POSITIVE
6210,5036052,CANDIDATE,CANDIDATE
6211,5037742,FALSE POSITIVE,FALSE POSITIVE
6212,5039053,FALSE POSITIVE,FALSE POSITIVE
6213,5080565,FALSE POSITIVE,FALSE POSITIVE
6214,5091808,FALSE POSITIVE,FALSE POSITIVE
6215,6139220,FALSE POSITIVE,FALSE POSITIVE
6216,6143819,FALSE POSITIVE,FALSE POSITIVE
6217,6145939,FALSE POSITIVE,FALSE POSITIVE
6218,6149980,FALSE POSITIVE,FALSE POSITIVE
6219,6184894,CONFIRMED,CANDIDATE
6220,6195792,FALSE POSITIVE,FALSE POSITIVE
6221,6197658,CANDIDATE,CANDIDATE
6222,6198670,CANDIDATE,CANDIDATE
6223,3646515,FALSE POSITIVE,FALSE POSITIVE
6224,3647097,FALSE POSITIVE,FALSE POSITIVE
6225,3748239,FALSE POSITIVE,FALSE POSITIVE
6226,3751118,CANDIDATE,CANDIDATE
6227,3755522,FALSE POSITIVE,FALSE POSITIVE
6228,5094412,FALSE POSITIVE,FALSE POSITIVE
6229,5105886,FALSE POSITIVE,FALSE POSITIVE
6230,5113146,FALSE POSITIVE,FALSE POSITIVE
6231,5130563,FALSE POSITIVE,FALSE POSITIVE
6232,5131276,CANDIDATE,CANDIDATE
6233,5166811,FALSE POSITIVE,FALSE POSITIVE
6234,5174677,FALSE POSITIVE,FALSE POSITIVE
6235,6203955,CANDIDATE,CANDIDATE
6236,6205405,FALSE POSITIVE,FALSE POSITIVE
6237,6206470,FALSE POSITIVE,FALSE POSITIVE
6238,6263468,FALSE POSITIVE,FALSE POSITIVE
6239,6266866,CANDIDATE,CANDIDATE
6240,6277594,FALSE POSITIVE,FALSE POSITIVE
6241,9002278,CONFIRMED,FALSE POSITIVE
6242,6026438,CONFIRMED,CANDIDATE
6243,3229150,CANDIDATE,CANDIDATE
6244,11360805,CANDIDATE,CANDIDATE
6245,3757521,FALSE POSITIVE,FALSE POSITIVE
6246,3758499,CANDIDATE,CANDIDATE
6247,3763724,FALSE POSITIVE,FALSE POSITIVE
6248,3834728,FALSE POSITIVE,FALSE POSITIVE
6249,3836509,FALSE POSITIVE,FALSE POSITIVE
6250,3836522,FALSE POSITIVE,FALSE POSITIVE
6251,3846515,FALSE POSITIVE,FALSE POSITIVE
6252,5179609,CANDIDATE,CANDIDATE
6253,5181086,FALSE POSITIVE,FALSE POSITIVE
6254,5181299,FALSE POSITIVE,FALSE POSITIVE
6255,5184144,CANDIDATE,CANDIDATE
6256,5192660,FALSE POSITIVE,FALSE POSITIVE
6257,5193813,FALSE POSITIVE,FALSE POSITIVE
6258,5199426,FALSE POSITIVE,FALSE POSITIVE
6259,5211631,FALSE POSITIVE,FALSE POSITIVE
6260,6285906,FALSE POSITIVE,FALSE POSITIVE
6261,6287131,FALSE POSITIVE,FALSE POSITIVE
6262,6289897,FALSE POSITIVE,FALSE POSITIVE
6263,6290467,FALSE POSITIVE,FALSE POSITIVE
6264,6309307,FALSE POSITIVE,FALSE POSITIVE
6265,6342980,FALSE POSITIVE,FALSE POSITIVE
6266,8753896,CONFIRMED,CANDIDATE
6267,4150611,FALSE POSITIVE,FALSE POSITIVE
6268,4150611,FALSE POSITIVE,FALSE POSITIVE
6269,4909707,FALSE POSITIVE,FALSE POSITIVE
6270,7919516,FALSE POSITIVE,FALSE POSITIVE
6271,4948730,FALSE POSITIVE,FALSE POSITIVE
6272,3848665,FALSE POSITIVE,FALSE POSITIVE
6273,3848919,FALSE POSITIVE,FALSE POSITIVE
6274,3848948,CANDIDATE,CANDIDATE
6275,3852865,FALSE POSITIVE,FALSE POSITIVE
6276,3854101,FALSE POSITIVE,FALSE POSITIVE
6277,3858926,FALSE POSITIVE,FALSE POSITIVE
6278,3859890,FALSE POSITIVE,FALSE POSITIVE
6279,3863877,CANDIDATE,CANDIDATE
6280,5213005,FALSE POSITIVE,FALSE POSITIVE
6281,5213811,FALSE POSITIVE,FALSE POSITIVE
6282,5255259,CANDIDATE,CANDIDATE
6283,5260419,FALSE POSITIVE,FALSE POSITIVE
6284,5262539,FALSE POSITIVE,FALSE POSITIVE
6285,5263802,FALSE POSITIVE,FALSE POSITIVE
6286,5265982,FALSE POSITIVE,FALSE POSITIVE
6287,5271637,FALSE POSITIVE,FALSE POSITIVE
6288,6346894,FALSE POSITIVE,FALSE POSITIVE
6289,6347434,FALSE POSITIVE,FALSE POSITIVE
6290,6347890,FALSE POSITIVE,FALSE POSITIVE
6291,6350031,FALSE POSITIVE,FALSE POSITIVE
6292,6359881,FALSE POSITIVE,FALSE POSITIVE
6293,6359929,CANDIDATE,CANDIDATE
6294,6363560,FALSE POSITIVE,FALSE POSITIVE
6295,6364064,FALSE POSITIVE,FALSE POSITIVE
6296,11177676,CONFIRMED,CANDIDATE
6297,4936990,FALSE POSITIVE,FALSE POSITIVE
6298,7130418,FALSE POSITIVE,FALSE POSITIVE
6299,12208887,FALSE POSITIVE,FALSE POSITIVE
6300,10711551,FALSE POSITIVE,FALSE POSITIVE
6301,11081512,FALSE POSITIVE,FALSE POSITIVE
6302,3865815,FALSE POSITIVE,FALSE POSITIVE
6303,3867593,FALSE POSITIVE,FALSE POSITIVE
6304,3941219,FALSE POSITIVE,FALSE POSITIVE
6305,3953106,FALSE POSITIVE,FALSE POSITIVE
6306,3953212,FALSE POSITIVE,FALSE POSITIVE
6307,3955444,CANDIDATE,CANDIDATE
6308,3965326,FALSE POSITIVE,FALSE POSITIVE
6309,9265521,FALSE POSITIVE,FALSE POSITIVE
6310,9268456,FALSE POSITIVE,FALSE POSITIVE
6311,9271739,FALSE POSITIVE,FALSE POSITIVE
6312,9274092,CANDIDATE,CANDIDATE
6313,9282853,CANDIDATE,CANDIDATE
6314,9292100,CANDIDATE,CANDIDATE
6315,9300066,CANDIDATE,CANDIDATE
6316,10186761,CANDIDATE,CANDIDATE
6317,10189542,FALSE POSITIVE,FALSE POSITIVE
6318,10191056,FALSE POSITIVE,FALSE POSITIVE
6319,10191449,FALSE POSITIVE,FALSE POSITIVE
6320,10201891,FALSE POSITIVE,FALSE POSITIVE
6321,10208477,FALSE POSITIVE,FALSE POSITIVE
6322,10222603,FALSE POSITIVE,FALSE POSITIVE
6323,7581535,FALSE POSITIVE,FALSE POSITIVE
6324,7592339,FALSE POSITIVE,FALSE POSITIVE
6325,7598326,FALSE POSITIVE,FALSE POSITIVE
6326,7599004,FALSE POSITIVE,FALSE POSITIVE
6327,7618231,FALSE POSITIVE,FALSE POSITIVE
6328,7619667,FALSE POSITIVE,FALSE POSITIVE
6329,7625138,CANDIDATE,CANDIDATE
6330,8507073,FALSE POSITIVE,FALSE POSITIVE
6331,8507586,CANDIDATE,CANDIDATE
6332,8509781,FALSE POSITIVE,FALSE POSITIVE
6333,8510197,FALSE POSITIVE,FALSE POSITIVE
6334,8525101,CANDIDATE,CANDIDATE
6335,8525286,CANDIDATE,CANDIDATE
6336,8542879,FALSE POSITIVE,FALSE POSITIVE
6337,9304976,FALSE POSITIVE,FALSE POSITIVE
6338,9306677,FALSE POSITIVE,FALSE POSITIVE
6339,9330740,CANDIDATE,CANDIDATE
6340,9334027,CANDIDATE,CANDIDATE
6341,9362842,FALSE POSITIVE,FALSE POSITIVE
6342,9363944,CANDIDATE,CANDIDATE
6343,9368524,FALSE POSITIVE,FALSE POSITIVE
6344,10227881,FALSE POSITIVE,FALSE POSITIVE
6345,10266852,FALSE POSITIVE,FALSE POSITIVE
6346,10272858,CANDIDATE,CANDIDATE
6347,10292000,FALSE POSITIVE,FALSE POSITIVE
6348,10319341,FALSE POSITIVE,FALSE POSITIVE
6349,10319834,CANDIDATE,CANDIDATE
6350,10320341,FALSE POSITIVE,FALSE POSITIVE
6351,10339000,CANDIDATE,CANDIDATE
6352,7625143,FALSE POSITIVE,FALSE POSITIVE
6353,7631138,CANDIDATE,CANDIDATE
6354,7658229,FALSE POSITIVE,FALSE POSITIVE
6355,7662502,CANDIDATE,CANDIDATE
6356,7672215,CANDIDATE,CANDIDATE
6357,7690782,CANDIDATE,CANDIDATE
6358,7700561,FALSE POSITIVE,FALSE POSITIVE
6359,8546464,FALSE POSITIVE,FALSE POSITIVE
6360,8547366,FALSE POSITIVE,FALSE POSITIVE
6361,8547525,FALSE POSITIVE,FALSE POSITIVE
6362,8547537,FALSE POSITIVE,FALSE POSITIVE
6363,8548403,FALSE POSITIVE,FALSE POSITIVE
6364,8548454,CANDIDATE,CANDIDATE
6365,8552607,FALSE POSITIVE,FALSE POSITIVE
6366,9390655,FALSE POSITIVE,FALSE POSITIVE
6367,9394762,FALSE POSITIVE,FALSE POSITIVE
6368,9394953,CANDIDATE,CANDIDATE
6369,9397862,CANDIDATE,CANDIDATE
6370,9402670,FALSE POSITIVE,FALSE POSITIVE
6371,9402859,FALSE POSITIVE,FALSE POSITIVE
6372,9407689,FALSE POSITIVE,FALSE POSITIVE
6373,10356840,FALSE POSITIVE,FALSE POSITIVE
6374,10387792,FALSE POSITIVE,FALSE POSITIVE
6375,10394802,CANDIDATE,CANDIDATE
6376,10399137,FALSE POSITIVE,FALSE POSITIVE
6377,10416390,FALSE POSITIVE,FALSE POSITIVE
6378,10419108,FALSE POSITIVE,FALSE POSITIVE
6379,10453009,FALSE POSITIVE,FALSE POSITIVE
6380,10459749,CANDIDATE,CANDIDATE
6381,7701809,FALSE POSITIVE,FALSE POSITIVE
6382,7731281,CONFIRMED,FALSE POSITIVE
6383,7743464,FALSE POSITIVE,FALSE POSITIVE
6384,7747091,CANDIDATE,CANDIDATE
6385,7747197,FALSE POSITIVE,FALSE POSITIVE
6386,7751133,FALSE POSITIVE,FALSE POSITIVE
6387,7757620,FALSE POSITIVE,FALSE POSITIVE
6388,8560475,CANDIDATE,CANDIDATE
6389,8561192,FALSE POSITIVE,FALSE POSITIVE
6390,8570210,CANDIDATE,CANDIDATE
6391,8571421,CANDIDATE,CANDIDATE
6392,8574794,FALSE POSITIVE,FALSE POSITIVE
6393,8575061,FALSE POSITIVE,FALSE POSITIVE
6394,8612291,FALSE POSITIVE,FALSE POSITIVE
6395,8613769,FALSE POSITIVE,FALSE POSITIVE
6396,9412267,FALSE POSITIVE,FALSE POSITIVE
6397,9417931,CANDIDATE,CANDIDATE
6398,9418508,FALSE POSITIVE,FALSE POSITIVE
6399,9449320,FALSE POSITIVE,FALSE POSITIVE
6400,9451521,FALSE POSITIVE,FALSE POSITIVE
6401,9455322,FALSE POSITIVE,FALSE POSITIVE
6402,9455526,FALSE POSITIVE,FALSE POSITIVE
6403,10470779,FALSE POSITIVE,FALSE POSITIVE
6404,10480952,FALSE POSITIVE,FALSE POSITIVE
6405,10487228,CANDIDATE,CANDIDATE
6406,10519727,CANDIDATE,CANDIDATE
6407,10525077,CANDIDATE,CANDIDATE
6408,10535708,CANDIDATE,CANDIDATE
6409,10547378,FALSE POSITIVE,FALSE POSITIVE
6410,10548411,FALSE POSITIVE,FALSE POSITIVE
6411,7762153,CANDIDATE,CANDIDATE
6412,7762717,FALSE POSITIVE,FALSE POSITIVE
6413,7767781,FALSE POSITIVE,FALSE POSITIVE
6414,7770901,CANDIDATE,CANDIDATE
6415,7800285,FALSE POSITIVE,FALSE POSITIVE
6416,7804128,FALSE POSITIVE,FALSE POSITIVE
6417,7809049,FALSE POSITIVE,FALSE POSITIVE
6418,7811057,FALSE POSITIVE,FALSE POSITIVE
6419,8622875,FALSE POSITIVE,FALSE POSITIVE
6420,8644545,CANDIDATE,CANDIDATE
6421,8644911,CANDIDATE,CANDIDATE
6422,8655076,FALSE POSITIVE,FALSE POSITIVE
6423,8656535,CANDIDATE,CANDIDATE
6424,8671707,FALSE POSITIVE,FALSE POSITIVE
6425,9457533,FALSE POSITIVE,FALSE POSITIVE
6426,9463329,FALSE POSITIVE,FALSE POSITIVE
6427,9466486,CANDIDATE,CANDIDATE
6428,9472328,FALSE POSITIVE,FALSE POSITIVE
6429,9472341,CANDIDATE,CANDIDATE
6430,9474485,FALSE POSITIVE,FALSE POSITIVE
6431,9475697,CANDIDATE,CANDIDATE
6432,9481235,CANDIDATE,CANDIDATE
6433,10552151,FALSE POSITIVE,FALSE POSITIVE
6434,10552263,CANDIDATE,CANDIDATE
6435,10554421,CANDIDATE,CANDIDATE
6436,10556891,FALSE POSITIVE,FALSE POSITIVE
6437,10579570,FALSE POSITIVE,FALSE POSITIVE
6438,10581308,CANDIDATE,CANDIDATE
6439,10591578,FALSE POSITIVE,FALSE POSITIVE
6440,7812990,FALSE POSITIVE,FALSE POSITIVE
6441,7819520,FALSE POSITIVE,FALSE POSITIVE
6442,7829836,CANDIDATE,CANDIDATE
6443,7830953,FALSE POSITIVE,FALSE POSITIVE
6444,7836096,CANDIDATE,CANDIDATE
6445,7837526,FALSE POSITIVE,FALSE POSITIVE
6446,7881464,FALSE POSITIVE,FALSE POSITIVE
6447,7884986,FALSE POSITIVE,FALSE POSITIVE
6448,8677186,FALSE POSITIVE,FALSE POSITIVE
6449,8678345,FALSE POSITIVE,FALSE POSITIVE
6450,8682751,FALSE POSITIVE,FALSE POSITIVE
6451,8715564,FALSE POSITIVE,FALSE POSITIVE
6452,8715589,CANDIDATE,CANDIDATE
6453,8718273,FALSE POSITIVE,FALSE POSITIVE
6454,8737343,FALSE POSITIVE,FALSE POSITIVE
6455,8741367,CANDIDATE,CANDIDATE
6456,9517242,FALSE POSITIVE,FALSE POSITIVE
6457,9532603,CANDIDATE,CANDIDATE
6458,9534832,CANDIDATE,CANDIDATE
6459,9536727,FALSE POSITIVE,FALSE POSITIVE
6460,9543302,FALSE POSITIVE,FALSE POSITIVE
6461,9575728,CANDIDATE,CANDIDATE
6462,10799291,FALSE POSITIVE,FALSE POSITIVE
6463,10802364,CANDIDATE,CANDIDATE
6464,10809888,CANDIDATE,CANDIDATE
6465,10817600,FALSE POSITIVE,FALSE POSITIVE
6466,10850327,CANDIDATE,CANDIDATE
6467,10858504,CANDIDATE,CANDIDATE
6468,7885558,FALSE POSITIVE,FALSE POSITIVE
6469,7888863,CANDIDATE,CANDIDATE
6470,7900450,CANDIDATE,CANDIDATE
6471,7900695,FALSE POSITIVE,FALSE POSITIVE
6472,7900727,FALSE POSITIVE,FALSE POSITIVE
6473,7916058,FALSE POSITIVE,FALSE POSITIVE
6474,7917068,FALSE POSITIVE,FALSE POSITIVE
6475,8742270,FALSE POSITIVE,FALSE POSITIVE
6476,8745553,CONFIRMED,CANDIDATE
6477,8747222,FALSE POSITIVE,FALSE POSITIVE
6478,8747910,CANDIDATE,CANDIDATE
6479,8766285,FALSE POSITIVE,FALSE POSITIVE
6480,8807988,CANDIDATE,CANDIDATE
6481,8812360,FALSE POSITIVE,FALSE POSITIVE
6482,9579072,FALSE POSITIVE,FALSE POSITIVE
6483,9579606,CANDIDATE,CANDIDATE
6484,9591728,FALSE POSITIVE,FALSE POSITIVE
6485,9594184,FALSE POSITIVE,FALSE POSITIVE
6486,9594992,FALSE POSITIVE,FALSE POSITIVE
6487,9596820,FALSE POSITIVE,FALSE POSITIVE
6488,9598315,FALSE POSITIVE,FALSE POSITIVE
6489,9602595,FALSE POSITIVE,FALSE POSITIVE
6490,10601163,CANDIDATE,CANDIDATE
6491,10616317,FALSE POSITIVE,FALSE POSITIVE
6492,10616656,FALSE POSITIVE,FALSE POSITIVE
6493,10618044,CANDIDATE,CANDIDATE
6494,10656842,CANDIDATE,CANDIDATE
6495,10658177,CANDIDATE,CANDIDATE
6496,10661679,FALSE POSITIVE,FALSE POSITIVE
6497,10663976,CANDIDATE,CANDIDATE
6498,7935997,FALSE POSITIVE,FALSE POSITIVE
6499,7938499,FALSE POSITIVE,FALSE POSITIVE
6500,7941635,CANDIDATE,CANDIDATE
6501,7948619,FALSE POSITIVE,FALSE POSITIVE
